id,title,subtitle,authors,publisher,published_date,description,categories,page_count,average_rating,ratings_count,language,isbn_10,isbn_13,info_link,buy_link,retail_price,currency_code,thumbnail_link,is_ebook,genre
Yg1XD-s9HxIC,Mary Engelbreit'S Children'S Companion,The Mary Engelbreit Look and How to Get It,Mary Engelbreit,Andrews McMeel Publishing,1997-10,"Mary Engelbreit, Barbara Elliott Martin, and Charlotte Lyons collaborate on this fourth installment of the hugely successful ""Home Companion"" series. Designed to help parents create spaces that are as carefree and fun as the children who occupy them, ""Mary Engelbreit's Children's Companion"" provides a smorgasbord of ideas drawn from real kids' rooms. Full color.",Architecture,156,,0,en,0836236750,9780836236750,http://books.google.com/books?id=Yg1XD-s9HxIC&dq=children&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Children
yMNe0MpUIr8C,"Annual Report Of The Department Of Visitation Of Children Placed In Family Homes, Board Of Administration Of The State Of Illinois",,Illinois. Department Of Visitation Of Children Placed In Family Homes,,1914,,Children,78,,0,en,,,https://play.google.com/store/books/details?id=yMNe0MpUIr8C&source=gbs_api,https://play.google.com/store/books/details?id=yMNe0MpUIr8C&rdid=book-yMNe0MpUIr8C&rdot=1&source=gbs_api,,,,True,Children
659wlPgr254C,New Manual Of Digest Of The Laws Of Massachusetts Concerning Children,,Massachusetts Society For The Prevention Of Cruelty To Children,,1884,,Child welfare,132,,0,en,,,https://play.google.com/store/books/details?id=659wlPgr254C&source=gbs_api,https://play.google.com/store/books/details?id=659wlPgr254C&rdid=book-659wlPgr254C&rdot=1&source=gbs_api,,,,True,Children
_w5JPgAACAAJ,It Takes A Village,,Hillary Rodham Clinton,Pocket Books,2007,"Drawing on her experiences as daughter, mother, public servant, and longtime child advocate, as well as on her observations of children and families across the country and around the world, Mrs. Clinton reflects on the needs of children and the possibilities the children themselves suggest for rekindling a better family and community life in today's world. Abridged. 5 CDs.",Child development,0,,0,en,1847390560,9781847390561,http://books.google.com/books?id=_w5JPgAACAAJ&dq=children&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Children
Y5z1DwAAQBAJ,Evelyn Del Rey Is Moving Away,,Meg Medina,Candlewick Press,2020-09-08,"From Newbery Medalist Meg Medina comes the bittersweet story of two girls who will always be each other’s número uno, even though one is moving away. A big truck with its mouth wide open is parked at the curb, ready to gobble up Evelyn’s mirror with the stickers around the edge . . . and the sofa that we bounce on to get to the moon. Evelyn Del Rey is Daniela’s best friend. They do everything together and even live in twin apartments across the street from each other: Daniela with her mami and h",Juvenile Fiction,37,,0,en,1536219916,9781536219913,https://play.google.com/store/books/details?id=Y5z1DwAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=Y5z1DwAAQBAJ&rdid=book-Y5z1DwAAQBAJ&rdot=1&source=gbs_api,7.55,USD,,True,Children
HqxmPgAACAAJ,The Best Children'S Books Of The Year,,Bank Street College Of Education. Children'S Book Committee,Teachers College Press,2009,"The Children's Book committee has selected the best recently published books for children and young adults in this easy-to-use, annotated, and beautifully illustrated guide. This special edition of the annual series celebrates the 100th anniversary of the Bank Street list that parents, librarians and teachers have come to rely on. This expanded volume includes tips for selecting age-appropriate books and a ""best of"" list of classic literature of the last century.",Best books,0,5,1,en,080775014X,9780807750148,http://books.google.com/books?id=HqxmPgAACAAJ&dq=children&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Children
vtxNLe8xz6IC,The Children'S Hour: Stories Of Legendary Heroes,,,,1907,,Children's stories,530,,0,en,,,https://play.google.com/store/books/details?id=vtxNLe8xz6IC&source=gbs_api,https://play.google.com/store/books/details?id=vtxNLe8xz6IC&rdid=book-vtxNLe8xz6IC&rdot=1&source=gbs_api,,,,True,Children
dJNoDQAAQBAJ,Goodnight Moon,,Margaret Wise Brown,HarperCollins,2016-11-08,"In this classic of children's literature, beloved by generations of readers and listeners, the quiet poetry of the words and the gentle, lulling illustrations combine to make a perfect book for the end of the day. In a great green room, tucked away in bed, is a little bunny. ""Goodnight room, goodnight moon."" And to all the familiar things in the softly lit room—to the picture of the three little bears sitting on chairs, to the clocks and his socks, to the mittens and the kittens, to everything o",Juvenile Fiction,34,3.5,2,en,0062662899,9780062662897,https://play.google.com/store/books/details?id=dJNoDQAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=dJNoDQAAQBAJ&rdid=book-dJNoDQAAQBAJ&rdot=1&source=gbs_api,9.99,USD,,True,Children
gnhPPgAACAAJ,A Single Shard,,Linda Park,Perfection Learning,2003-02,"Tree-ear, a thirteen-year-old orphan in medieval Korea, lives under a bridge in a potters' village, and longs to learn how to throw the delicate celadon ceramics himself.",,0,,0,en,0756913799,9780756913793,http://books.google.com/books?id=gnhPPgAACAAJ&dq=children&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Children
p5AGiCcMs6MC,The Order For A Children'S Service [By H. Ditton-Newman].,,Henry Ditton Newman,,1876,,Children,14,,0,en,,,https://play.google.com/store/books/details?id=p5AGiCcMs6MC&source=gbs_api,https://play.google.com/store/books/details?id=p5AGiCcMs6MC&rdid=book-p5AGiCcMs6MC&rdot=1&source=gbs_api,,,,True,Children
cZpGCQAAQBAJ,Adult Children Of Emotionally Immature Parents,"How to Heal from Distant, Rejecting, or Self-Involved Parents",Lindsay C. Gibson,New Harbinger  Publications,2015-06-01,"A New York Times bestseller—with more than one million copies sold! If you grew up with an emotionally immature, unavailable, or selfish parent, you may have lingering feelings of anger, loneliness, betrayal, or abandonment. You may recall your childhood as a time when your emotional needs were not met, when your feelings were dismissed, or when you took on adult levels of responsibility in an effort to compensate for your parent’s behavior. These wounds can be healed, and you can move forward i",Self-Help,284,,0,en,162625172X,9781626251724,https://play.google.com/store/books/details?id=cZpGCQAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=cZpGCQAAQBAJ&rdid=book-cZpGCQAAQBAJ&rdot=1&source=gbs_api,15.15,USD,,True,Children
LzA7DwAAQBAJ,When I Was Young In The Mountains,,Cynthia Rylant,Penguin,1993-01-01,"Caldecott Honor Book! ""An evocative remembrance of the simple pleasures in country living; splashing in the swimming hole, taking baths in the kitchen, sharing family times, each is eloquently portrayed here in both the misty-hued scenes and in the poetic text."" -Association for Childhood Education International",Juvenile Fiction,33,,0,en,0140548750,9780140548754,http://books.google.com/books?id=LzA7DwAAQBAJ&dq=children&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Children
7_7R0AEACAAJ,"Bookjoy, Wordjoy",,Pat Mora,,2018,"A collection of the author's own poems celebrating a love of words and all the ways we use and interact with them: reading, speaking, writing, singing, and storytelling.",,0,,0,en,,9798855093230,http://books.google.com/books?id=7_7R0AEACAAJ&dq=children&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Children
MTpOvgAACAAJ,Heidi,,Johanna Spyri,Createspace Independent Publishing Platform,2016-10-02,"Heidi is an orphaned girl initially raised by her aunt Detie in Maienfeld, Switzerland after the early deaths of her parents, Tobias and Adelheid (Detie's sister and brother-in-law). Detie brings 6-year-old Heidi to her paternal grandfather's house, up the mountain from D�rfli. He has been at odds with the villagers and embittered against God for years and lives in seclusion on the alm. This has earned him the nickname Alm-Uncle. He briefly resents Heidi's arrival, but the girl's evident intelli",,134,,0,en,1539191893,9781539191896,http://books.google.com/books?id=MTpOvgAACAAJ&dq=children&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Children
rZOvEAAAQBAJ,Happy Right Now,,Julie Berry,Sounds True,2019-10-29,"An illustrated picture book that teaches the best way to be happy is to embrace the circumstances we find ourselves in each day Happy Right Now brings a much-needed message to kids: it’s great to feel happy, but it’s okay to feel sad sometimes too. Dealing with emotions can be hard. Children experience the same range of strong feelings as adults, but often don’t have the tools to deal with them. For children ages 4 to 8, Happy Right Now teaches emotional intelligence with fun, relatable imagery ",Juvenile Fiction,0,,0,en,1683644204,9781683644200,http://books.google.com/books?id=rZOvEAAAQBAJ&dq=children&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Children
Hcw8PgAACAAJ,Lord Of The Flies,,William Golding,Perfection Learning,1997,Critical edition with E.M. Forster's introduction restored from the 1962 edition and highlights from five decades of criticism.,,0,,0,en,0780776828,9780780776821,http://books.google.com/books?id=Hcw8PgAACAAJ&dq=children&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Children
ZiQOAAAAQAAJ,The Children'S Friend,,"Berquin (M., Arnaud)",,1788,,Conduct of life,226,,0,en,,,https://play.google.com/store/books/details?id=ZiQOAAAAQAAJ&source=gbs_api,https://play.google.com/store/books/details?id=ZiQOAAAAQAAJ&rdid=book-ZiQOAAAAQAAJ&rdot=1&source=gbs_api,,,,True,Children
dNpxzgEACAAJ,A Perfectionist'S Guide To Not Being Perfect,,Bonnie Zucker,Magination Press,2022-02-22,"It's hard for teens to be happy when they've created a very narrow window of what defines success. The goal of this helpful book is to encourage teens to maintain their desire to achieve without striving to always be perfect and to appreciate and love who they are just as they are, not for what they do or accomplish. Finding a balance between work and play is key. Challenging perfectionism is about the pursuit of happiness. When teens can recognize that perfectionism is a disadvantage, they can ",,256,,0,en,143383703X,9781433837036,http://books.google.com/books?id=dNpxzgEACAAJ&dq=children&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Children
tOJaPwAACAAJ,100 Best Books For Children,,Anita Silvey,Turtleback Books,2005-07,"Silvey's 35 years in children's book publishing inform this authoritative list of essential reading for kids of all ages. In addition to the 100 best, extensive lists of books to meet special needs and interests as well as classics, selected by age",Literary Criticism,0,,0,en,1417726555,9781417726554,http://books.google.com/books?id=tOJaPwAACAAJ&dq=children&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Children
XpS0PQAACAAJ,How To See Fairies,A Fairy Gift Box,,,1999-10-01,,,32,,0,en,1551922754,9781551922751,http://books.google.com/books?id=XpS0PQAACAAJ&dq=children&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Children
I5jyujkxqP4C,"The Art Bible, Illustrated",Comprising the Old and New Testaments : with Numerous Illustrations,,,1901,,,1048,,0,en,,,https://play.google.com/store/books/details?id=I5jyujkxqP4C&source=gbs_api,https://play.google.com/store/books/details?id=I5jyujkxqP4C&rdid=book-I5jyujkxqP4C&rdot=1&source=gbs_api,,,,True,Children
zC5HPAAACAAJ,Children Just Like Me,,"Barnabas Kindersley, Anabel Kindersley, Sue Copsey",,1999-09-01,,Children,79,5,2,en,0751345350,9780751345353,http://books.google.com/books?id=zC5HPAAACAAJ&dq=children&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Children
AVtBMQAACAAJ,Adult Children,Alcoholic/dysfunctional Families,Adult Children Of Alcoholics (Association),,2006,This is the official ACA Fellowship Text that is Adult Children of Alcoholics World Service Organization (ACA WSO) Conference Approved Literature. Adult Children of Alcoholics/Dysfunctional Families (ACA) is an independent 12 Step and 12 Tradition anonymous program.,Adult children of alcoholics,646,,0,en,0978979702,9780978979706,http://books.google.com/books?id=AVtBMQAACAAJ&dq=children&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Children
yzNvxQEACAAJ,The Tuttle Twins And The Education Vacation,,Connor Boyack,Libertas Press,2019-05-26,,,0,,0,en,1943521379,9781943521371,http://books.google.com/books?id=yzNvxQEACAAJ&dq=children&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Children
ZlFEobuHC9gC,Tales Of Ancient Egypt,,Roger Lancelyn Green,Penguin UK,2011-05-12,"Retells twenty stories of magic, adventure, and mythology first told in ancient Egypt.",Juvenile Nonfiction,221,4,1,en,014133259X,9780141332598,http://books.google.com/books?id=ZlFEobuHC9gC&dq=children&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Children
_lBqPgAACAAJ,Flat Stanley,Bumper Collection,Jeff Brown,Egmont Books (UK),2008,"Stanley Lambchop was just an ordinary boy until a large notice board fell on him and made him flat - only half an inch thick! Stanley gets rolled up, sent in the post, flown like a kite, and helps catch dangerous criminals! Then, he becomes invisible and discovers he can do amazing things like perform magic and foil a daring robbery.","Children's stories, English",249,,0,en,1405242299,9781405242295,http://books.google.com/books?id=_lBqPgAACAAJ&dq=children&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Children
z6tbAAAAMAAJ,A Concordance Of The Proper Names In The Holy Scriptures,,Thomas David Williams,,1923,,Bible,1076,,0,en,,,https://play.google.com/store/books/details?id=z6tbAAAAMAAJ&source=gbs_api,https://play.google.com/store/books/details?id=z6tbAAAAMAAJ&rdid=book-z6tbAAAAMAAJ&rdot=1&source=gbs_api,,,,True,Children
